nfib vfrac angle ratio mu lambda
20 0.16 0.0 1.00 1.9366136904951403 0.62
70 0.56 0.0 1.75 1.9031252266247785 0.62
50 0.4 0.0 2.50 0.8868973372532123 0.62
40 0.32 0.0 2.00 0.9747933762944977 0.62
10 0.08 0.0 2.25 0.46895777173412856 0.62
30 0.24 0.0 2.25 0.9546733999965442 0.62
20 0.16 0.0 2.00 1.2272927632255093 0.62
10 0.08 0.0 2.25 0.8944107234712061 0.62
60 0.48 0.0 2.25 1.4420381771972373 0.62
40 0.32 0.0 1.75 0.8993105721484913 0.62
20 0.16 0.0 2.25 0.31314599324494596 0.62
60 0.48 0.0 1.00 1.4905866427067322 0.62
50 0.4 0.0 1.25 1.3838537193621558 0.62
10 0.08 0.0 2.25 2.081217472919466 0.62
50 0.4 0.0 2.50 2.1924181451129234 0.62
70 0.56 0.0 1.25 1.008297486818558 0.62
40 0.32 0.0 2.00 0.8974391977098044 0.62
10 0.08 0.0 2.25 1.9297340781281422 0.62
30 0.24 0.0 2.00 2.2278417790936094 0.62
10 0.08 0.0 1.00 1.3274997987883494 0.62
60 0.48 0.0 1.75 0.4912281636665844 0.62
70 0.56 0.0 2.25 0.7432298930122967 0.62
30 0.24 0.0 2.50 1.9892002888837614 0.62
50 0.4 0.0 1.75 0.6688893880374929 0.62
10 0.08 0.0 1.25 2.4347555198962976 0.62
50 0.4 0.0 1.50 1.302291192797989 0.62
30 0.24 0.0 2.50 1.4005280772686561 0.62
70 0.56 0.0 1.25 1.8892430456494131 0.62
10 0.08 0.0 1.00 0.2419628642924766 0.62
20 0.16 0.0 1.25 0.817290121797987 0.62
10 0.08 0.0 1.25 2.2187017126464292 0.62
40 0.32 0.0 2.00 1.142291461536415 0.62
40 0.32 0.0 2.00 2.4700275769165576 0.62
60 0.48 0.0 1.25 0.25905900810704796 0.62
40 0.32 0.0 1.75 0.10635583324083056 0.62
70 0.56 0.0 2.25 0.14979893127639296 0.62
20 0.16 0.0 2.25 2.457995402025559 0.62
10 0.08 0.0 1.00 1.9302217086505111 0.62
10 0.08 0.0 1.00 2.283616121363131 0.62
20 0.16 0.0 2.25 2.5431153071042782 0.62
10 0.08 0.0 1.00 0.9959368959830875 0.62
60 0.48 0.0 1.75 0.10999106204015202 0.62
40 0.32 0.0 1.75 2.2941704485862147 0.62
30 0.24 0.0 1.25 1.504121525090264 0.62
20 0.16 0.0 1.00 2.0772546082821823 0.62
60 0.48 0.0 2.25 0.9608592608783728 0.62
60 0.48 0.0 2.00 0.9038599246766184 0.62
50 0.4 0.0 2.00 1.9005060389567505 0.62
30 0.24 0.0 2.00 0.7595850338464618 0.62
70 0.56 0.0 2.50 1.4745581147457028 0.62
70 0.56 0.0 1.50 1.1999733205324927 0.62
30 0.24 0.0 1.25 0.49111886485468215 0.62
10 0.08 0.0 1.00 1.6745474160570541 0.62
50 0.4 0.0 1.50 2.167001299848877 0.62
60 0.48 0.0 2.00 0.19378350484053156 0.62
40 0.32 0.0 1.75 0.8911092414196398 0.62
50 0.4 0.0 2.50 0.2710686700135318 0.62
30 0.24 0.0 1.50 1.0248703707419036 0.62
10 0.08 0.0 1.75 0.20856496197140345 0.62
30 0.24 0.0 1.50 0.24553017124351975 0.62
10 0.08 0.0 2.00 1.9382153848214696 0.62
10 0.08 0.0 1.75 1.7328306176173576 0.62
50 0.4 0.0 1.75 1.642826736496937 0.62
60 0.48 0.0 2.50 0.8382774053045386 0.62
50 0.4 0.0 2.00 0.5736802690618225 0.62
10 0.08 0.0 1.25 0.38100092161537247 0.62
40 0.32 0.0 2.50 1.6093717810274801 0.62
70 0.56 0.0 2.25 1.5172434032437283 0.62
10 0.08 0.0 1.25 2.175611238259264 0.62
50 0.4 0.0 1.25 2.25923562604285 0.62
40 0.32 0.0 2.00 2.37486877116536 0.62
10 0.08 0.0 1.75 0.5665659317574806 0.62
10 0.08 0.0 2.50 1.1409265644722582 0.62
20 0.16 0.0 1.50 0.5045639193848593 0.62
30 0.24 0.0 1.75 1.4151192534750563 0.62
60 0.48 0.0 1.75 0.9540661058443349 0.62
40 0.32 0.0 2.25 0.13014299969183876 0.62
50 0.4 0.0 2.00 0.4369000302086127 0.62
40 0.32 0.0 1.25 0.7861725793712078 0.62
60 0.48 0.0 2.00 1.7963932904935802 0.62
30 0.24 0.0 2.25 1.1610729740850982 0.62
10 0.08 0.0 1.00 1.6801832419435594 0.62
50 0.4 0.0 1.25 1.6764401263859163 0.62
70 0.56 0.0 1.50 1.7591378431045583 0.62
70 0.56 0.0 1.75 1.0886638232610144 0.62
30 0.24 0.0 1.50 2.4203488374890876 0.62
60 0.48 0.0 2.50 1.5460709707137472 0.62
30 0.24 0.0 1.50 1.7995211624324963 0.62
30 0.24 0.0 1.50 0.31595551502198893 0.62
60 0.48 0.0 1.50 0.7708754908000511 0.62
70 0.56 0.0 1.50 2.067256732409195 0.62
40 0.32 0.0 1.75 0.520876075545507 0.62
20 0.16 0.0 2.00 0.5865963034536832 0.62
30 0.24 0.0 1.25 0.23156975371731991 0.62
30 0.24 0.0 1.75 1.1788589039662754 0.62
20 0.16 0.0 2.25 0.38358830316378245 0.62
40 0.32 0.0 1.50 1.1969650989263834 0.62
10 0.08 0.0 1.00 0.5030767413765029 0.62
20 0.16 0.0 2.25 1.6539223728060752 0.62
10 0.08 0.0 1.25 2.1907875175074034 0.62
30 0.24 0.0 2.00 1.3297792653849216 0.62
10 0.08 0.0 2.25 0.8165362984308028 0.62
50 0.4 0.0 1.75 1.1449446554211122 0.62
30 0.24 0.0 1.75 0.9364140296638278 0.62
10 0.08 0.0 2.50 0.7661355749700257 0.62
10 0.08 0.0 1.00 0.7774740291409382 0.62
70 0.56 0.0 2.00 2.105701988039297 0.62
40 0.32 0.0 2.50 0.41607996530147007 0.62
60 0.48 0.0 1.50 0.31175619364365575 0.62
40 0.32 0.0 1.75 0.4197737853727449 0.62
10 0.08 0.0 2.50 0.8460462421404188 0.62
30 0.24 0.0 1.00 0.9898295309283195 0.62
50 0.4 0.0 2.00 0.18628393911140378 0.62
40 0.32 0.0 2.50 2.3589115717359226 0.62
10 0.08 0.0 2.00 1.264596049763412 0.62
20 0.16 0.0 1.25 1.246159422276289 0.62
70 0.56 0.0 2.00 0.2220937643389639 0.62
50 0.4 0.0 1.50 1.5777525600960263 0.62
70 0.56 0.0 1.75 1.056930155617767 0.62
20 0.16 0.0 2.50 1.7724927929792182 0.62
50 0.4 0.0 2.00 1.176469147654223 0.62
70 0.56 0.0 1.25 1.4035916149440588 0.62
30 0.24 0.0 2.25 0.8681663533645974 0.62
60 0.48 0.0 2.50 0.8891645164429349 0.62
10 0.08 0.0 1.75 0.7943633963290131 0.62
10 0.08 0.0 1.50 1.5915598886236564 0.62
20 0.16 0.0 2.00 0.9333749783173391 0.62
60 0.48 0.0 2.50 2.196347627945489 0.62
40 0.32 0.0 1.75 0.577069881293798 0.62
60 0.48 0.0 2.00 0.8554718704131746 0.62
10 0.08 0.0 1.00 0.9599038368574021 0.62
70 0.56 0.0 1.75 1.147756982528052 0.62
50 0.4 0.0 1.50 0.3093269378682052 0.62
70 0.56 0.0 1.00 2.4186953103364557 0.62
40 0.32 0.0 2.00 0.40162339650394685 0.62
70 0.56 0.0 1.50 0.18952934299988128 0.62
20 0.16 0.0 2.00 1.571517960406506 0.62
30 0.24 0.0 1.75 1.4736343261307308 0.62
70 0.56 0.0 2.50 1.728161509049291 0.62
50 0.4 0.0 2.25 2.2155617165210977 0.62
60 0.48 0.0 2.50 1.4834388042593958 0.62
10 0.08 0.0 1.75 1.0611526062952954 0.62
20 0.16 0.0 1.75 1.0399668626598215 0.62
10 0.08 0.0 1.50 1.1167253482441015 0.62
60 0.48 0.0 1.25 0.8523869959411094 0.62
30 0.24 0.0 2.00 1.4622293040512295 0.62
60 0.48 0.0 1.25 1.6806366253118894 0.62
30 0.24 0.0 1.75 1.0635389485376856 0.62
40 0.32 0.0 1.25 1.1025834194996926 0.62
70 0.56 0.0 1.50 0.5949793443193965 0.62
60 0.48 0.0 1.00 2.1147893649609233 0.62
40 0.32 0.0 2.00 0.10539450830207407 0.62
70 0.56 0.0 1.00 2.378011186789975 0.62
20 0.16 0.0 1.75 0.42984512170265177 0.62
70 0.56 0.0 1.50 2.090716769398873 0.62
20 0.16 0.0 1.75 0.8504373682485297 0.62
10 0.08 0.0 1.00 1.821738244903602 0.62
10 0.08 0.0 2.25 2.4591711661472866 0.62
70 0.56 0.0 2.50 0.5279912015901437 0.62
10 0.08 0.0 1.50 0.4053563050396696 0.62
20 0.16 0.0 1.75 0.23873171802300053 0.62
30 0.24 0.0 1.25 2.463563556310166 0.62
10 0.08 0.0 1.50 1.980822876146551 0.62
60 0.48 0.0 2.50 1.9578406573314597 0.62
20 0.16 0.0 2.00 1.5478714845092176 0.62
30 0.24 0.0 2.25 1.8556680243779213 0.62
40 0.32 0.0 2.00 1.6520258997204424 0.62
70 0.56 0.0 1.50 0.7633533910233673 0.62
30 0.24 0.0 1.75 0.708955104585051 0.62
10 0.08 0.0 2.25 1.4307063972989398 0.62
60 0.48 0.0 1.50 2.1370027645243077 0.62
50 0.4 0.0 2.50 0.6033743074100436 0.62
30 0.24 0.0 1.00 0.14700816994784682 0.62
10 0.08 0.0 1.25 2.5331517092496965 0.62
40 0.32 0.0 1.50 2.2200699051815427 0.62
10 0.08 0.0 1.50 1.6758926258684939 0.62
20 0.16 0.0 1.25 0.761758651864052 0.62
30 0.24 0.0 2.25 1.9073947009484122 0.62
50 0.4 0.0 1.25 0.23779480099946682 0.62
30 0.24 0.0 2.50 0.10713901932850897 0.62
40 0.32 0.0 1.25 1.6140878975140696 0.62
10 0.08 0.0 2.25 0.3001210560088514 0.62
20 0.16 0.0 2.50 1.6539644221910967 0.62
70 0.56 0.0 1.25 2.240238448984761 0.62
50 0.4 0.0 2.25 0.5695656405190205 0.62
20 0.16 0.0 2.00 0.27002453201906373 0.62
40 0.32 0.0 1.25 2.3785643042034534 0.62
40 0.32 0.0 1.50 0.6346124103419971 0.62
60 0.48 0.0 2.00 0.38011530785047487 0.62
20 0.16 0.0 1.25 1.184763024325191 0.62
20 0.16 0.0 1.50 0.9695357948681846 0.62
50 0.4 0.0 1.25 1.6051506761920085 0.62
30 0.24 0.0 2.50 1.4302791182372916 0.62
20 0.16 0.0 2.00 1.8457861935205735 0.62
20 0.16 0.0 1.75 0.7792297270910432 0.62
10 0.08 0.0 2.25 0.5966088624296588 0.62
30 0.24 0.0 1.50 1.2828429092542544 0.62
30 0.24 0.0 1.00 1.7969104015567843 0.62
20 0.16 0.0 1.50 1.3725294766644505 0.62
40 0.32 0.0 1.50 0.7941332045293444 0.62
50 0.4 0.0 2.00 1.8873961378108859 0.62
30 0.24 0.0 1.00 2.2607042454187596 0.62
40 0.32 0.0 2.25 0.617711991378314 0.62
30 0.24 0.0 1.00 1.9161891419129926 0.62
40 0.32 0.0 2.00 0.6306151378897284 0.62
20 0.16 0.0 1.75 2.398201009627821 0.62
60 0.48 0.0 1.75 0.392354122966583 0.62
30 0.24 0.0 1.00 1.1215233050863127 0.62
30 0.24 0.0 2.50 0.1968107653631366 0.62
30 0.24 0.0 1.25 1.7416706249933434 0.62
70 0.56 0.0 1.25 0.9967026103971347 0.62
40 0.32 0.0 1.25 1.537478230345599 0.62
70 0.56 0.0 1.50 0.723494138262673 0.62
40 0.32 0.0 1.50 0.541034169244472 0.62
60 0.48 0.0 2.25 2.4116564197026573 0.62
20 0.16 0.0 2.25 0.6422898946312445 0.62
60 0.48 0.0 2.00 0.8299591699836458 0.62
30 0.24 0.0 1.50 1.290535891146435 0.62
50 0.4 0.0 1.25 1.7727816604175282 0.62
50 0.4 0.0 1.75 0.3581088027390976 0.62
20 0.16 0.0 1.75 2.2300820933141154 0.62
60 0.48 0.0 2.00 1.775776431796008 0.62
70 0.56 0.0 1.50 2.314794790550751 0.62
40 0.32 0.0 1.75 0.6329309583711854 0.62
40 0.32 0.0 2.50 0.9145667719936026 0.62
60 0.48 0.0 1.00 0.8338480096157662 0.62
30 0.24 0.0 2.25 0.47984740825523176 0.62
50 0.4 0.0 1.25 2.051077652790144 0.62
60 0.48 0.0 1.75 1.3616453480111759 0.62
60 0.48 0.0 1.75 1.8515843511097043 0.62
20 0.16 0.0 2.50 1.944202930101895 0.62
40 0.32 0.0 1.50 1.7402467385717546 0.62
70 0.56 0.0 1.75 1.5663810073893711 0.62
30 0.24 0.0 1.75 2.0529459941927595 0.62
60 0.48 0.0 1.00 0.3810693421027157 0.62
20 0.16 0.0 1.00 2.226975524658759 0.62
50 0.4 0.0 1.00 1.1314986770731663 0.62
60 0.48 0.0 1.75 2.225405887091472 0.62
60 0.48 0.0 2.00 1.0554436567968082 0.62
30 0.24 0.0 2.50 1.5675993905437726 0.62
30 0.24 0.0 2.25 1.3261049062409043 0.62
20 0.16 0.0 2.50 0.8393375425545166 0.62
60 0.48 0.0 2.50 0.7816758222028578 0.62
70 0.56 0.0 1.50 1.4715302344171681 0.62
50 0.4 0.0 1.00 2.177198543695906 0.62
30 0.24 0.0 1.25 0.859478894303163 0.62
20 0.16 0.0 1.00 0.2219240497784004 0.62
50 0.4 0.0 1.75 2.1002362066367857 0.62
10 0.08 0.0 2.50 1.4510076220214199 0.62
60 0.48 0.0 1.50 2.201426259234123 0.62
30 0.24 0.0 1.50 0.9352831794813923 0.62
10 0.08 0.0 2.00 1.3261501056976321 0.62
20 0.16 0.0 2.25 0.9548351349245352 0.62
10 0.08 0.0 2.50 2.548639361911272 0.62
50 0.4 0.0 2.50 0.4507050539672951 0.62
30 0.24 0.0 2.50 1.9343678467891632 0.62
70 0.56 0.0 2.50 0.32210505642294673 0.62
20 0.16 0.0 2.00 1.1317378954447526 0.62
30 0.24 0.0 1.00 0.8346877478750913 0.62
20 0.16 0.0 2.50 1.0560407479823959 0.62
30 0.24 0.0 1.75 1.8696854610700135 0.62
40 0.32 0.0 1.50 1.9493889389433463 0.62
50 0.4 0.0 1.00 2.0933090582526286 0.62
30 0.24 0.0 1.00 1.6870365221845418 0.62
40 0.32 0.0 2.25 1.9964049011014522 0.62
20 0.16 0.0 1.75 0.5306347299289531 0.62
20 0.16 0.0 1.50 0.4238571217166164 0.62
10 0.08 0.0 2.25 1.654462674906909 0.62
10 0.08 0.0 1.25 1.2803420485165513 0.62
20 0.16 0.0 1.00 1.1007751986653354 0.62
50 0.4 0.0 2.25 1.1796033976869031 0.62
10 0.08 0.0 2.00 0.3266145826304216 0.62
40 0.32 0.0 2.25 0.5180335293688898 0.62
40 0.32 0.0 2.00 2.412806809590933 0.62
40 0.32 0.0 1.00 0.353556941644092 0.62
70 0.56 0.0 2.50 1.96559823980194 0.62
50 0.4 0.0 1.25 1.5151994679780698 0.62
60 0.48 0.0 2.50 1.7966963554472926 0.62
70 0.56 0.0 1.25 0.6527847580806333 0.62
10 0.08 0.0 2.50 2.069888938716178 0.62
20 0.16 0.0 2.00 2.1253637291913727 0.62
70 0.56 0.0 1.00 0.4259264242019025 0.62
10 0.08 0.0 1.50 1.4892848628336772 0.62
60 0.48 0.0 1.75 1.75403056687128 0.62
70 0.56 0.0 1.50 1.801433500026899 0.62
20 0.16 0.0 1.25 1.971093254902586 0.62
70 0.56 0.0 1.25 1.1225917230822768 0.62
50 0.4 0.0 1.25 2.244488981922294 0.62
50 0.4 0.0 1.50 2.261164975943261 0.62
40 0.32 0.0 2.00 0.7002009572616839 0.62
10 0.08 0.0 2.50 2.535340292083574 0.62
40 0.32 0.0 1.75 0.24545934461283983 0.62
40 0.32 0.0 1.50 2.2376974183936467 0.62
40 0.32 0.0 1.00 1.6279621892184293 0.62
30 0.24 0.0 1.25 1.9237048960741925 0.62
10 0.08 0.0 1.00 2.20602064686543 0.62
70 0.56 0.0 2.00 2.229036862207734 0.62
60 0.48 0.0 1.75 1.1365785310680727 0.62
30 0.24 0.0 1.25 2.063092644764329 0.62
40 0.32 0.0 2.00 1.7278938760249087 0.62
70 0.56 0.0 2.50 0.18286522846478453 0.62
60 0.48 0.0 2.50 1.8191264930841382 0.62
30 0.24 0.0 1.50 1.9192266736008792 0.62
70 0.56 0.0 2.50 1.5581706473003876 0.62
70 0.56 0.0 2.00 0.43858470223915125 0.62
30 0.24 0.0 2.00 2.007418034740682 0.62
70 0.56 0.0 1.75 0.5904456463468392 0.62
60 0.48 0.0 1.00 2.1428277574312213 0.62
60 0.48 0.0 1.50 0.2635661694820266 0.62
70 0.56 0.0 1.00 0.4710654218054807 0.62
70 0.56 0.0 1.50 1.8733308799236315 0.62
60 0.48 0.0 1.75 0.9814968745819839 0.62
50 0.4 0.0 2.25 0.946000228114911 0.62
50 0.4 0.0 1.75 1.1350834060428063 0.62
50 0.4 0.0 1.50 2.5283752564121795 0.62
20 0.16 0.0 1.75 0.8787866922591314 0.62
10 0.08 0.0 2.25 1.1507593981215842 0.62
10 0.08 0.0 1.75 1.5951485179797236 0.62
70 0.56 0.0 1.75 1.3146642982647774 0.62
50 0.4 0.0 2.25 0.6044460803678722 0.62
60 0.48 0.0 1.75 0.31498877501494227 0.62
40 0.32 0.0 1.50 1.7820970504234268 0.62
70 0.56 0.0 2.00 0.900784661777952 0.62
10 0.08 0.0 2.00 1.0348101112957602 0.62
50 0.4 0.0 2.50 1.1579564805442897 0.62
40 0.32 0.0 2.00 1.7658276316560026 0.62
30 0.24 0.0 1.75 1.0380584120984746 0.62
10 0.08 0.0 1.75 1.4985319722185009 0.62
50 0.4 0.0 1.25 0.7332885520330588 0.62
30 0.24 0.0 1.50 1.9361962707666984 0.62
70 0.56 0.0 1.00 0.2663408160081854 0.62
70 0.56 0.0 2.50 2.304449905658325 0.62
10 0.08 0.0 1.00 0.21968036694531623 0.62
20 0.16 0.0 2.25 0.9356214955544712 0.62
40 0.32 0.0 2.25 1.2888482226001685 0.62
30 0.24 0.0 2.50 2.2960612238905673 0.62
50 0.4 0.0 2.25 1.9657981413708798 0.62
20 0.16 0.0 2.00 1.1299078034773886 0.62
20 0.16 0.0 1.25 2.5124376576086385 0.62
20 0.16 0.0 1.00 2.458501819004808 0.62
70 0.56 0.0 1.00 1.3025224795340955 0.62
50 0.4 0.0 2.25 2.5113641546673597 0.62
10 0.08 0.0 2.50 0.14646337230886006 0.62
60 0.48 0.0 1.50 1.8434402551836537 0.62
40 0.32 0.0 1.50 1.3551714537828425 0.62
40 0.32 0.0 1.50 2.470090228626093 0.62
40 0.32 0.0 2.00 0.1445178703732503 0.62
40 0.32 0.0 2.00 0.6960421818614936 0.62
40 0.32 0.0 2.00 0.30141011264435663 0.62
70 0.56 0.0 2.00 1.9036823168325094 0.62
50 0.4 0.0 2.50 1.5006458509453613 0.62
60 0.48 0.0 1.50 0.5387119985261111 0.62
20 0.16 0.0 2.25 2.2471884303254015 0.62
40 0.32 0.0 2.00 2.2365374425434235 0.62
20 0.16 0.0 2.50 1.9688066648281897 0.62
10 0.08 0.0 2.00 0.730084706000481 0.62
20 0.16 0.0 2.50 2.0241696288235316 0.62
30 0.24 0.0 1.75 1.2409402213126486 0.62
40 0.32 0.0 1.00 1.1487890557121234 0.62
10 0.08 0.0 2.00 1.7670405957519368 0.62
20 0.16 0.0 1.00 2.300938177912327 0.62
60 0.48 0.0 2.50 2.145434736758554 0.62
10 0.08 0.0 1.00 2.04167694022155 0.62
10 0.08 0.0 1.75 0.41267995017536074 0.62
70 0.56 0.0 2.50 2.172891304006471 0.62
70 0.56 0.0 1.25 1.210799312792329 0.62
70 0.56 0.0 1.25 0.3257584881812925 0.62
60 0.48 0.0 2.25 2.4523621752613507 0.62
50 0.4 0.0 2.50 1.1567990560081214 0.62
30 0.24 0.0 2.25 0.4461486984286879 0.62
70 0.56 0.0 1.25 1.2844980933640213 0.62
10 0.08 0.0 1.00 2.079481302065857 0.62
20 0.16 0.0 1.25 0.9311288036593728 0.62
20 0.16 0.0 1.75 1.5020392984820032 0.62
70 0.56 0.0 1.25 0.13322956815659254 0.62
70 0.56 0.0 1.75 0.15019719925765468 0.62
40 0.32 0.0 1.50 1.309565641019143 0.62
40 0.32 0.0 1.00 0.5967591285230637 0.62
50 0.4 0.0 1.50 2.2345088068792887 0.62
50 0.4 0.0 1.50 1.6178333303400134 0.62
30 0.24 0.0 1.50 1.6192237666520746 0.62
40 0.32 0.0 1.75 1.4276400567169696 0.62
50 0.4 0.0 1.00 0.9167174163212112 0.62
10 0.08 0.0 1.50 0.9445495755467388 0.62
10 0.08 0.0 1.25 2.2197554021116894 0.62
60 0.48 0.0 1.75 1.9176063304591686 0.62
10 0.08 0.0 1.00 1.9343978978856102 0.62
60 0.48 0.0 1.50 1.5623823452341181 0.62
70 0.56 0.0 1.75 0.15930184443275114 0.62
30 0.24 0.0 1.25 2.036027889861406 0.62
50 0.4 0.0 2.00 1.7926625648581997 0.62
30 0.24 0.0 2.00 2.2263106568175104 0.62
70 0.56 0.0 1.00 1.669149653868569 0.62
20 0.16 0.0 1.75 0.7651967059854855 0.62
50 0.4 0.0 1.25 2.3553642062498494 0.62
10 0.08 0.0 2.25 1.2652646920343564 0.62
60 0.48 0.0 1.25 0.6043018732026102 0.62
60 0.48 0.0 2.25 2.4788045799314378 0.62
30 0.24 0.0 1.75 1.9641918579032678 0.62
40 0.32 0.0 1.75 0.9876990115791041 0.62
40 0.32 0.0 1.50 0.2563181453919723 0.62
40 0.32 0.0 1.75 2.201359417771471 0.62
10 0.08 0.0 1.75 2.2599856920455976 0.62
10 0.08 0.0 1.00 0.6955838426017925 0.62
20 0.16 0.0 1.75 2.2424594611202866 0.62
30 0.24 0.0 2.50 1.0820465509465518 0.62
30 0.24 0.0 2.00 0.8326270786300495 0.62
50 0.4 0.0 2.25 0.4724699242729866 0.62
70 0.56 0.0 1.50 1.3247175171110108 0.62
50 0.4 0.0 1.00 0.7051483783935252 0.62
50 0.4 0.0 1.75 2.3977556174366073 0.62
60 0.48 0.0 2.50 1.1529317324305817 0.62
70 0.56 0.0 1.00 0.7099776548334001 0.62
70 0.56 0.0 1.75 1.5272355536209967 0.62
70 0.56 0.0 1.25 1.1335679436460642 0.62
20 0.16 0.0 1.25 1.102414341466946 0.62
10 0.08 0.0 1.50 0.4229890243540647 0.62
40 0.32 0.0 2.25 2.2498468208143185 0.62
50 0.4 0.0 1.75 0.8118656709098636 0.62
30 0.24 0.0 2.00 0.30695115718117527 0.62
40 0.32 0.0 1.75 1.7940292568491367 0.62
50 0.4 0.0 1.25 2.30552111454987 0.62
60 0.48 0.0 2.50 2.023480908073589 0.62
40 0.32 0.0 1.50 2.153543452718762 0.62
70 0.56 0.0 2.25 0.49371212818263455 0.62
70 0.56 0.0 2.25 1.5718364606809734 0.62
70 0.56 0.0 1.00 0.4865854103793157 0.62
20 0.16 0.0 2.50 2.4200025196329396 0.62
40 0.32 0.0 2.25 1.8071725434247088 0.62
20 0.16 0.0 1.50 0.7832097362596863 0.62
30 0.24 0.0 2.25 2.135081440662167 0.62
70 0.56 0.0 1.25 0.47268842407160827 0.62
70 0.56 0.0 2.50 1.3885428922698373 0.62
40 0.32 0.0 2.25 0.9507681856139866 0.62
60 0.48 0.0 1.50 1.3377902770379553 0.62
60 0.48 0.0 2.50 1.1604692736417384 0.62
60 0.48 0.0 1.00 1.992486741816453 0.62
50 0.4 0.0 2.00 0.1871092902873332 0.62
10 0.08 0.0 1.50 1.7705070076663474 0.62
30 0.24 0.0 1.25 0.9148385860969132 0.62
70 0.56 0.0 2.00 0.29653311760668716 0.62
40 0.32 0.0 2.25 2.250066261949919 0.62
50 0.4 0.0 1.25 0.6468063585988323 0.62
20 0.16 0.0 1.75 0.18000598893052272 0.62
50 0.4 0.0 1.25 2.148239213848448 0.62
50 0.4 0.0 2.50 0.9916542088735003 0.62
30 0.24 0.0 1.75 1.6692949011299212 0.62
30 0.24 0.0 1.75 1.4235210076420068 0.62
30 0.24 0.0 1.00 0.529156378151888 0.62
60 0.48 0.0 2.50 1.1653591635122764 0.62
70 0.56 0.0 1.00 0.8870806869325872 0.62
50 0.4 0.0 2.25 0.11994197374302695 0.62
50 0.4 0.0 1.25 0.8016273373555608 0.62
50 0.4 0.0 2.50 0.9475188207487538 0.62
20 0.16 0.0 1.00 0.5868404453517783 0.62
20 0.16 0.0 1.50 0.15694440840132903 0.62
20 0.16 0.0 2.50 2.0670356738516755 0.62
30 0.24 0.0 1.75 1.9789270267298837 0.62
30 0.24 0.0 1.50 0.8399117922215071 0.62
20 0.16 0.0 1.25 0.38190283017859783 0.62
50 0.4 0.0 2.50 1.2485733865311814 0.62
60 0.48 0.0 1.25 2.3687185284248846 0.62
10 0.08 0.0 1.25 0.675761645021797 0.62
50 0.4 0.0 1.00 2.071924550830378 0.62
50 0.4 0.0 2.50 2.038243292168431 0.62
50 0.4 0.0 2.50 0.6361976170701087 0.62
60 0.48 0.0 1.50 1.318389079419393 0.62
50 0.4 0.0 1.00 0.33193215915346724 0.62
50 0.4 0.0 1.25 0.7448357668647498 0.62
20 0.16 0.0 2.50 1.9044452196044679 0.62
50 0.4 0.0 1.00 2.102244849519568 0.62
50 0.4 0.0 1.00 1.117901948154646 0.62
60 0.48 0.0 2.25 1.010159172369648 0.62
20 0.16 0.0 1.25 2.455672028688219 0.62
50 0.4 0.0 1.75 0.7823756821796455 0.62
20 0.16 0.0 1.50 1.9532476470852735 0.62
30 0.24 0.0 2.50 2.0933539448250658 0.62
60 0.48 0.0 2.00 0.7570024071942983 0.62
50 0.4 0.0 2.00 0.24475952175052448 0.62
40 0.32 0.0 1.00 2.3314542538169043 0.62
10 0.08 0.0 1.75 0.8855007940567619 0.62
50 0.4 0.0 2.50 1.6035260260587845 0.62
40 0.32 0.0 1.25 2.1523650800434617 0.62
50 0.4 0.0 2.25 1.8222979351604425 0.62
40 0.32 0.0 1.75 1.3268659981406294 0.62
20 0.16 0.0 1.50 2.2894226448479973 0.62
60 0.48 0.0 2.25 0.34430109378718154 0.62
40 0.32 0.0 2.25 1.379192034532179 0.62
40 0.32 0.0 2.50 0.3783995429986753 0.62
20 0.16 0.0 1.25 0.7325530418835545 0.62
30 0.24 0.0 1.00 2.0881597199821322 0.62
50 0.4 0.0 2.25 0.8493989224947273 0.62
10 0.08 0.0 2.50 0.9231848828908943 0.62
40 0.32 0.0 2.25 0.3170183492845245 0.62
50 0.4 0.0 1.25 0.9328329989481239 0.62
40 0.32 0.0 1.25 1.3555338919267204 0.62
20 0.16 0.0 2.25 0.4537121602744215 0.62
60 0.48 0.0 2.25 0.8719069344630052 0.62
40 0.32 0.0 2.50 1.5647954864882547 0.62
40 0.32 0.0 1.50 0.5251257231827686 0.62
60 0.48 0.0 1.75 0.9837555382813659 0.62
60 0.48 0.0 1.50 0.8042476227734633 0.62
20 0.16 0.0 1.50 0.927895364866755 0.62
20 0.16 0.0 2.50 1.5567865882694514 0.62
60 0.48 0.0 1.25 0.7896957510524911 0.62
50 0.4 0.0 2.50 1.919511691297653 0.62
10 0.08 0.0 1.50 0.8335289774057681 0.62
20 0.16 0.0 2.25 1.9564498028510036 0.62
40 0.32 0.0 1.25 0.6561296178701204 0.62
50 0.4 0.0 2.00 0.11278991477167373 0.62
20 0.16 0.0 1.50 0.44418212785665545 0.62
60 0.48 0.0 1.50 0.8260295430839097 0.62
10 0.08 0.0 1.75 0.5808136621818524 0.62
60 0.48 0.0 1.25 1.4456632286393987 0.62
20 0.16 0.0 2.25 0.6160608323804323 0.62
30 0.24 0.0 1.50 2.0077488328422626 0.62
10 0.08 0.0 1.25 1.2884964026474912 0.62
20 0.16 0.0 1.50 1.667105281386598 0.62
10 0.08 0.0 1.75 0.5125205606002012 0.62
30 0.24 0.0 2.50 2.3656230140590413 0.62
10 0.08 0.0 1.50 1.8580482009373687 0.62
